day_of_week,week_of_month,amt,distance,is_fraud
6,3,81.43,104.78917287103279,0
7,3,52.02,111.75080432465545,0
2,5,63.28,72.7248394796805,0
6,1,34.48,35.21785103088399,0
1,4,13.8,95.88242442311359,1
1,5,59.43,93.44664155347621,0
1,3,70.21,100.05818641794463,0
1,5,39.03,49.65173528642595,0
2,3,121.5,135.7240384843645,0
7,4,291.25,44.59168873455127,0
1,2,4.61,103.22968881126215,0
4,5,13.06,46.223089161803316,0
2,4,39.85,64.85108422613136,0
7,3,41.99,87.83503805112446,0
6,4,10.5,54.98710491544384,0
5,3,21.71,107.55812397996432,0
7,4,90.29,102.61690383492535,0
6,3,5.72,52.35375449661057,0
2,5,90.7,80.15677952605154,0
5,4,6.61,86.55512959071184,0
1,2,69.17,82.73364001428745,0
1,5,123.63,32.234074784825445,0
3,2,43.83,61.07942022053168,0
1,4,71.97,36.6711390995282,0
7,3,40.95,87.64254304792861,0
2,3,113.57,76.35917938630601,0
3,2,71.75,84.76435944001605,0
5,4,77.41,45.30991261265273,0
1,3,124.96,47.392849913626804,0
4,1,412.63,47.320050731249836,0
3,5,48.65,81.94593676857964,0
1,4,22.37,47.525385742071805,0
1,4,8.18,15.180260908068783,0
3,2,52.11,56.06946405356844,0
7,2,47.58,112.23600657019206,0
4,3,50.96,37.302656686816114,0
1,3,4.56,56.19628754207832,0
7,6,5.67,128.62543234204617,0
7,5,16.24,33.5366919535366,0
4,4,66.72,76.43531704333517,0
7,6,242.23,98.8226719561222,0
1,5,43.9,118.89119471773319,0
1,3,95.72,126.33869455701463,0
2,2,222.63,77.13383203282623,0
1,3,133.63,126.67110600379665,0
1,3,98.76,23.375158655023313,0
5,4,7.3,112.16837881906777,0
6,5,138.05,75.99900812036456,0
2,4,112.1,88.66330193899718,0
5,3,2.63,78.16297308840952,0
5,2,86.85,85.1619953071503,0
1,1,67.96,93.25731990114296,0
6,2,55.21,99.55594786065342,0
7,3,63.78,73.17084846435206,0
5,2,76.64,86.2480350847889,0
1,5,14.41,109.17988732606797,0
5,1,60.05,73.67551127995897,0
6,4,43.12,77.16244259435219,0
4,2,8.28,120.2737047553506,0
1,4,5.43,119.47059134762637,0
2,5,44.0,76.70019965752046,0
6,3,12.9,67.4560140649216,0
2,1,40.32,99.92519641434569,0
1,3,8.07,136.03803231357804,0
1,2,28.62,56.247509606913525,0
1,3,15.37,102.03739630581796,0
4,1,44.52,86.5715486833157,0
4,3,1.07,111.40534315963426,0
4,2,50.34,95.18762279721123,0
4,4,143.5,20.77971882587217,0
1,4,81.43,101.71189579983354,0
2,1,102.04,29.82108550503423,0
4,4,6.02,112.45081841137545,0
5,2,51.14,72.25694733985844,0
6,1,1.11,102.32695465450466,0
1,4,145.36,61.157300491847046,0
4,3,50.3,48.33486487962326,0
6,2,80.06,77.37049164640497,0
2,5,64.62,70.3007500682537,0
1,3,82.71,19.99167802189714,0
7,4,150.92,44.563211902925985,0
6,2,73.77,79.54058111857798,0
1,2,134.26,78.73359070535335,0
7,5,5.51,77.94887696561287,0
7,4,104.91,88.61435650158813,0
7,4,73.5,40.671280492138294,0
7,5,77.99,45.546778877814006,0
3,5,31.74,54.48033896024349,0
1,5,8.75,100.6851195188824,0
3,5,49.41,55.89956001280603,0
1,2,42.38,109.90433216442648,0
6,3,6.63,51.80618864598361,0
7,3,74.55,120.96403940741448,0
1,4,89.86,88.04942201367331,0
2,2,76.93,41.298738100969956,0
4,2,7.09,57.77543310292261,0
7,3,3.01,71.46663081308127,0
2,2,30.36,111.77229802287036,0
6,1,1.53,44.857969473744184,0
1,2,126.26,34.022416622312875,0
5,4,91.86,52.91866295297111,0
7,5,89.9,103.82649453989839,0
3,3,7.03,43.52874839812636,0
7,4,4.98,4.146004402977322,0
3,5,86.45,63.84761466755848,0
7,2,156.94,87.6225675231159,0
2,2,82.82,106.50325978483257,0
1,2,52.89,64.74345802858726,0
6,1,51.54,119.16221634778702,0
7,2,6.55,47.063292738538394,0
3,4,48.52,123.05175641659477,0
2,5,20.0,95.17651422774041,0
7,3,217.98,61.465227052928924,0
6,1,10.32,42.31556436981262,0
6,4,34.19,73.5713424794309,0
7,5,5.81,76.71868586218544,0
5,4,1.66,65.51049569964884,0
4,2,20.89,98.28361664534775,0
1,1,44.18,91.6224782730461,0
4,2,1.4,93.59379086586657,0
2,4,47.41,41.634381348171466,0
7,2,52.82,74.57260515324906,0
3,2,2.51,33.530585042747326,0
3,1,128.27,37.443987178095306,0
4,5,71.64,107.3058063285183,0
7,3,49.68,129.5049153346818,0
7,4,19.87,103.80713060802613,0
1,5,64.74,106.72490881216791,0
3,2,2.25,100.81099036932032,0
5,2,66.66,28.429834139164175,0
1,3,50.46,119.63343701453525,0
6,4,18.28,78.30970916346612,0
5,2,201.45,84.55550519759478,0
6,3,211.1,120.12567243520841,0
1,3,145.44,109.17700439336971,0
4,5,1.77,59.99172545995468,0
7,5,56.91,49.288553492426686,0
1,5,12.63,77.39540900785501,0
3,5,6.21,25.58876443674121,0
6,3,63.76,42.91564417125698,0
6,4,76.81,109.04882264585873,0
1,1,64.03,127.96561476162535,0
2,5,51.47,106.23665844871948,0
5,1,98.86,51.78731243904635,0
7,2,38.9,81.10309713999247,0
4,5,12.48,39.35975764459086,0
5,4,54.2,43.27553577485982,0
6,2,37.51,77.34103855163887,0
7,4,1.91,91.45127407339774,0
7,3,9.25,28.210275611959954,0
1,4,117.74,87.46904177890454,0
2,3,70.06,110.93985979973657,0
7,2,59.74,108.44101787668875,0
3,2,106.31,56.642770141774136,0
6,1,55.76,90.83161253887717,0
3,3,23.59,123.08499440394019,0
6,2,24.13,24.745777842064353,0
1,3,79.54,79.82202345840939,0
4,4,113.74,45.50797593121546,0
4,3,20.76,97.65115564226774,0
6,3,199.21,45.78043215260736,0
6,2,36.3,71.61383298414675,0
7,4,74.68,63.51547586140697,0
1,3,7.9,31.88591951390055,0
7,4,184.47,94.34438073618108,0
1,2,91.39,32.919207837941684,0
2,5,5.03,90.95984391312923,0
1,2,186.55,85.31729839619476,0
1,3,45.14,21.977832568301665,0
3,2,22.57,54.28879072067422,0
2,4,9.32,83.26441537405391,0
6,2,46.02,89.39925266264294,0
1,3,52.52,78.43991171548372,0
6,3,67.78,51.37024017906594,0
7,5,40.51,57.46976985838425,0
6,1,100.85,112.41930918331187,0
6,4,49.97,96.05900900008399,0
3,3,87.46,81.38724889327375,0
5,4,100.66,47.348031835187435,0
6,4,12.48,117.01412892497704,0
4,4,2.31,64.12029769099,0
7,4,19.07,86.85235103360326,0
1,5,4.4,84.14763463692206,0
6,3,65.1,87.61737580524954,0
7,2,108.88,79.03521754742776,0
7,4,78.04,18.633186470651363,0
7,5,28.3,31.632533321556078,0
5,2,132.44,118.9006038591996,0
2,3,105.46,84.2619095633969,0
5,1,47.89,104.70382722770172,0
7,2,197.4,90.8727061851661,0
1,4,137.77,57.983601083921705,0
5,3,4.13,18.96818010396679,0
2,5,74.22,102.60468553399437,0
7,6,19.0,59.90126902428246,0
7,4,83.67,65.00053917321192,0
7,5,76.89,79.61238826928401,0
4,4,79.11,65.39938999495723,0
4,3,3.36,120.22860555946804,0
4,5,15.02,104.71995515836807,0
1,5,479.11,98.19812081003387,0
7,5,113.66,63.86747423814852,0
2,1,62.03,24.179835877178064,0
2,1,457.5,21.732408444979875,0
6,3,5.05,34.59276327883267,0
7,4,16.29,87.28742618952953,0
6,3,17.52,39.39267824163401,0
1,3,68.81,43.525359923648374,0
1,4,61.01,98.4237732784914,0
5,3,32.9,123.12322015397133,0
7,3,90.08,46.23893069203111,0
2,2,67.83,83.53024402978089,0
3,3,49.07,123.32402685204214,0
6,5,3.26,59.11570250202416,0
2,3,93.21,72.55803342359735,0
7,4,23.28,62.299498144329156,0
3,3,33.67,100.03884080603002,0
2,5,7.26,104.07992042074541,0
7,5,67.27,66.98116079351267,0
1,4,1.42,99.83447809316525,0
7,2,8.12,102.35646612308112,0
4,3,169.35,83.66211109393078,0
7,3,67.7,69.27013961021329,0
6,3,80.11,80.48683813462365,0
6,2,3.4,80.7898131209208,0
7,3,85.49,66.99704249403487,0
1,2,95.44,63.290561396495555,0
5,2,58.37,63.41666408513384,0
7,2,60.89,72.63161226524866,0
6,1,45.97,46.196479432546624,0
2,3,21.2,46.2434843978829,0
7,5,1.66,70.56274769177956,0
5,2,3.19,101.11501815213744,0
2,3,39.66,58.071722128806854,0
1,4,217.49,97.76149974862801,0
3,2,73.48,49.48772925177942,0
5,1,59.39,43.33713143816551,0
1,4,1.82,35.118110185455485,0
1,5,51.35,88.67941149816679,0
5,3,121.57,109.80696703010429,0
5,2,100.66,56.09991723849901,0
7,3,5.28,48.76745216990008,0
3,2,14.09,98.25906650034857,0
7,5,111.24,84.76398259954593,0
5,3,6.36,65.77888937992624,0
5,3,70.76,66.93130915597406,0
7,4,2.48,39.54062127662208,0
6,2,74.79,76.0062562988241,0
5,5,9.13,93.34736905486129,0
3,2,55.12,59.87270628689395,0
1,1,24.73,109.5367292656723,0
7,2,68.62,82.89783166153138,0
4,4,3.13,51.485920582056124,0
1,1,44.04,87.2009814890647,0
6,1,48.52,79.00942019804285,0
5,3,52.57,95.57637568576686,0
4,4,68.96,55.981638865298706,0
1,2,75.5,83.94949622889888,0
5,4,3.81,19.051315620590188,0
7,4,39.67,58.13842391701833,0
6,4,6.17,77.54942094860668,0
7,2,6.66,126.43978353335223,0
6,1,158.28,112.52179960320436,0
3,2,53.82,110.39973075383246,0
1,3,131.54,46.65003821618367,0
1,5,64.45,34.50554032027483,0
3,4,39.18,125.79724287573313,0
5,2,4.09,83.15762632340221,0
7,4,73.39,100.8925613305516,0
6,4,85.82,90.70143690284695,0
2,3,5.4,35.81014395428955,0
2,2,128.81,51.131892355863656,0
6,2,4.95,78.8726803265627,0
4,4,70.25,80.68231928269152,0
7,2,33.74,45.30531900823929,0
4,1,181.34,98.83259203941903,0
1,2,76.43,96.79541330000828,0
4,1,93.61,59.49204283804937,0
7,2,7.68,26.032738341563988,0
7,3,41.92,48.92997881890027,0
7,5,14.49,82.20322072240523,0
4,4,3.67,105.39576093398368,0
5,4,51.62,119.81762560143999,0
1,5,3.66,115.37310882232661,0
1,3,24.27,31.459696360351,0
6,4,70.12,82.44697152465837,0
7,3,243.86,85.41961069330632,0
4,3,102.94,114.65539313566518,0
7,2,5.2,85.6851741854195,0
7,3,98.48,75.4663464324748,0
6,2,61.77,72.01683901174941,0
1,5,45.53,15.352207332228513,0
2,3,72.68,72.21339814749389,0
6,1,7.23,93.22178730569024,0
5,4,23.39,66.10081837017523,0
3,4,57.84,44.464303664461625,0
5,3,8.53,91.8881382445696,0
7,4,6.71,120.61428259304067,0
2,2,10.54,53.63785109811203,0
6,2,3.08,88.0314888469643,0
7,4,8.32,110.77320209156723,0
1,3,45.0,14.365589383235035,0
4,4,16.22,85.67558950718772,0
7,2,14.73,61.883166298248504,0
3,4,53.67,36.91862795954188,0
2,5,9.08,63.31110910104925,0
1,5,75.08,62.63969856769691,0
6,1,76.15,91.32264436929987,0
1,3,14.28,60.784417237332335,0
6,4,99.35,62.152117354173576,0
5,3,6.56,118.88613216114798,0
1,5,200.65,112.65955884194484,0
2,3,60.12,61.45374651208822,0
5,4,104.99,62.26407588491182,0
4,3,4.51,59.80199666599796,0
6,2,78.8,43.72618627690932,0
6,1,97.0,91.58729141722344,0
3,3,37.88,78.36148816135838,0
7,2,60.58,62.79720331409042,0
1,1,63.73,99.32417227402524,0
6,4,101.4,80.71278378118727,0
5,5,77.8,84.20311343515894,0
6,1,6.85,79.95596518374418,0
2,1,4.03,104.3872030192448,0
6,4,66.76,89.04393902544311,0
5,3,38.06,112.32622887465045,0
6,1,7.79,26.43701290090702,0
2,3,13.9,59.38589420536103,0
7,6,75.01,38.05129714855332,0
1,2,68.0,121.64386371020005,0
2,1,12.76,66.05989879651625,0
1,4,101.08,69.24124097423807,0
1,1,34.48,94.98029626510265,0
2,3,90.74,58.05672727616033,0
7,5,4.92,45.14847820691475,0
3,4,3.01,66.00215559357048,0
6,1,2.8,123.4392313530107,0
1,1,3.43,11.413554403288131,0
7,4,17.39,88.90379965325143,0
4,2,108.62,108.34236985830518,0
1,1,242.16,42.48485371002692,0
6,5,3.57,62.75945459118475,0
7,6,5.34,127.5822353632299,0
1,5,119.72,89.85006052647148,0
6,1,92.65,72.67388401176487,0
7,2,70.21,82.44288918553758,0
6,4,103.65,77.38466595421785,0
3,2,160.38,69.88278888599955,0
1,4,100.38,73.68233194110984,0
4,5,60.94,94.3250717736312,0
1,3,78.62,82.33206493597069,0
4,3,77.77,99.22172228086806,0
3,2,98.47,99.32697622624059,0
7,5,110.14,62.989035739692206,0
5,1,9.7,43.60716886661922,0
7,4,81.21,2.899078263033893,0
3,2,4.59,66.23952416764067,0
7,2,71.6,109.54243746927595,0
3,5,1.92,53.69883780500797,0
4,4,108.52,112.52121436103126,0
7,1,46.89,118.87100342145062,0
7,4,60.58,48.66908084444712,0
2,3,87.95,9.265777760732032,0
3,5,72.31,101.59907602350313,0
1,4,48.55,68.28250364958808,0
5,4,59.1,72.87870042524793,0
1,4,34.6,55.05455651634774,0
7,5,95.66,86.26552171296949,0
2,4,55.42,61.34015135132743,0
7,3,6.85,79.30583425949214,0
6,4,91.6,53.783263367152024,0
1,5,63.16,86.85070720680791,0
3,4,183.98,109.95643239270062,0
6,2,85.99,79.36883736541607,0
3,3,9.65,65.33443715342057,0
7,3,142.78,119.93570255742443,0
7,2,35.03,37.57067839129232,0
1,3,2.22,32.41004823409361,0
1,4,8.81,98.41154035992555,0
5,2,75.92,54.2900003521122,0
6,2,11.25,55.63971347136335,0
2,4,35.19,90.23093184118926,0
2,4,5.06,105.83474824215327,0
5,1,39.95,104.37245475668777,0
6,3,141.64,105.62622591401399,0
7,4,108.9,81.36929302238286,0
3,5,7.42,99.97686762885989,0
5,5,56.03,104.453530326724,0
7,4,66.69,91.52110897960996,0
7,1,73.17,100.95540391447939,0
7,4,417.17,58.33318128018166,0
7,3,72.99,53.41274294197218,0
7,2,70.93,68.0769372834269,0
7,5,36.93,100.06448299205492,0
5,3,84.8,16.139388421071153,0
6,3,63.63,78.15129856198378,0
1,4,1.31,96.31625041797118,0
1,3,3.91,115.36813491127216,0
5,4,9.81,107.50241343377515,0
1,3,68.28,108.97389458151363,0
3,3,119.25,65.73739305623049,0
7,2,51.03,101.036304097483,0
6,3,154.96,76.06385387220799,0
7,4,3.17,12.515039050661619,0
7,3,510.33,85.94421723125308,0
4,2,48.71,38.21511990354547,0
6,5,93.1,75.21567391193308,0
1,2,218.44,17.522407747280653,0
1,2,74.07,44.62243946549109,0
6,2,76.75,54.95972966043339,0
1,4,25.22,93.52084671453073,0
4,3,60.5,20.832977128514838,0
1,3,1.43,37.46045336327376,0
1,3,67.76,15.52837968909762,0
6,2,86.59,51.19338571898448,0
6,1,5.21,16.14626252776169,0
2,1,283.13,132.22631100587733,0
3,3,99.56,85.89022166714429,0
1,3,1.44,79.77886760091552,0
4,3,6.22,115.41622852340018,0
3,2,115.43,84.97423167963774,0
6,4,3.88,88.19192756266655,0
2,1,8.28,67.15980610778782,0
4,1,107.26,113.69098554430957,0
4,5,10.46,93.77296214680558,0
1,2,174.78,28.299625395314365,0
3,5,94.05,90.80749874701343,0
4,1,7.35,77.74967680505948,0
3,4,61.22,58.49821759737867,0
6,1,6.75,88.22426755266703,0
2,3,5.47,85.4169793952717,0
4,4,43.39,39.89997472565165,0
4,3,23.63,92.17084880295496,0
5,1,7.14,44.08813445043675,0
1,2,54.07,86.05656443521373,0
5,3,115.78,15.012279638614167,0
1,3,60.04,117.75039925573913,0
4,1,52.81,75.0131305603006,0
1,5,84.92,81.03217574286754,0
1,3,4.01,103.7184911980262,0
7,1,6.5,69.6050304877364,0
5,3,8.05,103.7203010457941,0
1,3,148.8,107.36023748900624,0
1,5,11.05,76.0477861374269,0
3,4,145.88,104.43383066460184,0
6,2,276.31,25.9215070130816,0
1,3,4.66,68.59521685082612,0
7,3,84.56,29.570075645498374,0
1,4,56.8,40.52268034077111,0
7,2,1611.18,5.447133793315027,0
3,4,23.7,66.54779463721867,0
1,5,50.4,78.01111096242369,0
